
8 8.13333e-06
9 4.46667e-06
10 9.66667e-06
11 1.88667e-05
12 4.00667e-05
13 8.62e-05
14 0.0001726
15 0.000335933
16 0.0003758
17 0.000751133
18 0.00141293
19 0.0023494
20 0.00470253
21 0.0091522
22 0.0182772
23 0.0365451
24 0.0731529
25 0.146489
26 0.302123
27 0.587849
28 1.1841
29 2.36388
30 4.80955
31 9.56683
32 19.1624
33 39.2685
