
20000 0.290498
26900 0.550093
33800 0.850534
40700 1.38592
47600 1.94285
54500 2.59248
61400 3.23435
68300 4.05006
75200 5.0023
82100 6.06335
89000 7.18832
95900 8.41395
102800 9.86142
109700 11.0719
116600 12.5759
123500 14.2642
130400 16.4293
137300 18.3911
144200 20.2137
151100 22.0993
158000 24.5306
164900 26.7327
171800 29.0702
178700 30.4603
185600 33.8792
192500 36.6598
199400 39.0573
