
20000 0.588986
26900 1.06844
33800 1.71753
40700 2.54015
47600 3.54254
54500 4.73958
61400 5.85197
68300 7.16859
75200 8.94222
82100 10.4671
89000 12.5582
95900 14.7083
102800 17.2528
109700 19.3096
116600 21.2235
123500 23.9297
130400 26.6693
137300 32.5779
144200 32.6497
151100 36.9706
158000 39.1585
164900 42.699
171800 46.1013
178700 51.0835
185600 55.7066
192500 60.3594
199400 62.0668
